age,b,crim,dis,indus,lstat,nox,ptratio,rad,rm,tax,zn,chas_1,lstat_sq,tax_to_rm,log_crim
1.02801515598702,-0.0743368872870358,1.2877017749508446,-0.8021729623485582,1.0332367854162956,1.7535050287639358,0.4892520629473156,0.8453428147466576,1.7068914281359044,-1.428068575799001,1.5784344438699722,-0.5003201214037766,0.0,3.074779885900411,-1.1052931705235807,0.8275477219062597
-0.4311990821691972,0.4301838016139499,-0.3363844702296675,0.3243489253566458,-0.4131595584383358,-0.5614742014374328,-0.1572334227877547,1.2047413910767284,-0.624359880068644,-0.6800865515280013,-0.5846478824032391,-0.5003201214037766,0.0,0.3152532788798028,0.8596668778255752,-0.4100523186335705
-1.6185989034139625,0.0652974689605927,-0.4032533207032254,1.3306972032887188,-0.7152182326569738,-0.6515950473820117,-1.0087228586046046,-0.6371763126148832,-0.9740475762993264,-0.4020630443933085,-0.602723779280174,1.0132713455729887,0.0,0.42457610577276605,1.499077788135569,-0.5162625784258951
0.5916814867344256,-3.868192505429344,0.3882298274390465,-0.8392398028923426,1.0332367854162956,1.5253866374667204,0.4892520629473156,0.8453428147466576,1.7068914281359044,-0.3004503920395121,1.5784344438699722,-0.5003201214037766,0.0,2.326804393762028,-5.25356093947913,0.3280294301058911
0.0337466309688132,0.3791193972540103,-0.3252823435023164,-0.0054942780120615,-0.4131595584383358,-0.1657873622120165,-0.1572334227877547,1.2047413910767284,-0.624359880068644,-0.8310942432204477,-0.5846478824032391,-0.5003201214037766,0.0,0.02748544946921836,0.7034676117328865,-0.39346096228597743
-1.9261783751821848,0.4089707514087503,-0.3855187985861683,0.7552920537573229,-0.5235271509412998,-1.038833057300124,-0.5400208814466786,0.5757938824991058,-0.5077973146584166,0.1624516909055603,-0.7051538615828051,-0.5003201214037766,0.0,1.079174120939523,-4.340698811148352,-0.4869769421220431
-1.218030289018138,0.4441800409245968,-0.4026948863235853,1.0227934353242536,-0.841560081969577,-0.6262485594600989,-0.3528803461023158,0.8453428147466576,-0.5077973146584166,-0.3935953233638252,-1.0847476959984383,-0.5003201214037766,0.0,0.3921872582258491,2.755997420720716,-0.5153272179605604
-1.175112223190014,0.4441800409245968,-0.4048451407227654,2.527218574403604,-1.4877913801777205,-0.9416715202661248,-1.2460510829731375,-0.457477024449847,-0.8574850108890988,0.094709922669696,-0.5484960886493693,3.17554486982551,0.0,0.8867452520803146,-5.791326538849236,-0.5189336396074363
1.1245808041002994,-3.7938374840915303,1.305052725978856,-0.8897897654083273,1.0332367854162956,1.9703583143180785,1.5610569471923017,0.8453428147466576,1.7068914281359044,-0.2312973369654002,1.5784344438699722,-0.5003201214037766,0.0,3.88231188680238,-6.824265530156495,0.8351035507982093
1.1245808041002994,-1.934524568167741,1.2216937031271158,-1.1005868674615091,1.0332367854162956,1.0311301229894212,0.3446434674539444,0.8453428147466576,1.7068914281359044,0.7566034498076196,1.5784344438699722,-0.5003201214037766,0.0,1.0632293305361789,2.0862110056084444,0.7982698343380796
-1.0749700695910578,0.3621708262137734,-0.4029464638319888,1.2450535400297595,-0.841560081969577,-0.8036739749134885,-0.3528803461023158,0.8453428147466576,-0.5077973146584166,-0.0083140165223479,-1.0847476959984383,-0.5003201214037766,0.0,0.6458918579532464,130.47216024681447,-0.5157484942868246
-0.2273382694856079,0.4441800409245968,-0.399392790507006,-0.5685907935479294,-1.2380120918815392,-0.4234766560847966,-0.58255282129767,-0.232852914243553,-0.7409224454788714,-0.2425876316713776,-1.2715319637267657,-0.5003201214037766,0.0,0.1793324782487611,5.2415366561196,-0.5098141196871135
0.4057032014792218,0.1727842130415784,-0.3606408290107646,-0.2783513247526189,-0.6948873603537962,-0.8585913654109661,-0.4464506137744972,-0.4125522024085892,-0.1581096184277342,1.1955136565024898,-0.5846478824032391,-0.5003201214037766,0.0,0.7371791327582672,-0.48903488406284173,-0.4472888995887893
